lat,lon,elevation,slope,predicted_wind_speed,grid_proximity,road_distance,residential_distance,heritage_distance,geology_distance,water_distance,cost
32.485968612557805,35.40722399611992,313,3.3,4.87,0.71,318,276,510,699,483,1276.0
32.48779663523438,35.40722399611992,447,0.7,4.36,0.9,448,208,195,343,678,682.2
32.48962465791095,35.40722399611992,568,10.9,4.56,0.97,613,395,138,498,974,1235.8
32.49145268058753,35.40722399611992,448,0.7,5.52,0.74,172,490,174,127,562,852.9
32.493280703264105,35.40722399611992,473,4.0,6.49,0.7,440,556,601,925,465,828.8
32.48048454452808,35.40881174436724,344,7.4,4.74,0.7,810,358,972,678,456,611.2
32.48231256720465,35.40881174436724,307,14.7,4.82,0.18,976,512,542,472,223,1130.9
32.48414058988123,35.40881174436724,344,1.4,6.28,0.88,432,895,460,888,771,878.3
32.485968612557805,35.40881174436724,420,0.3,5.8,0.61,246,729,302,354,354,1456.6
32.48779663523438,35.40881174436724,382,7.2,6.85,0.83,444,712,233,926,859,1353.8
32.48962465791095,35.40881174436724,559,11.5,4.15,0.35,632,579,200,768,516,833.1
32.49145268058753,35.40881174436724,365,10.7,6.09,0.66,491,864,978,969,508,964.4
32.493280703264105,35.40881174436724,526,9.5,6.09,0.29,281,469,260,371,530,800.2
32.495108725940675,35.40881174436724,400,2.5,6.15,0.72,268,644,165,392,438,1271.7
32.49693674861725,35.40881174436724,339,14.9,5.49,0.76,818,832,891,226,842,894.1
32.47682849917493,35.410399492614566,330,4.5,5.95,0.64,296,688,618,344,314,1083.1
32.478656521851505,35.410399492614566,557,13.2,6.96,0.48,932,802,938,339,715,1181.5
32.48048454452808,35.410399492614566,586,14.3,4.16,0.58,902,778,904,469,272,937.4
32.48231256720465,35.410399492614566,581,1.4,6.51,0.59,200,796,967,410,212,1479.4
32.48414058988123,35.410399492614566,473,1.7,5.08,0.37,802,441,721,383,148,790.9
32.485968612557805,35.410399492614566,555,12.2,6.12,0.74,784,556,921,951,339,720.1
32.48779663523438,35.410399492614566,586,7.1,4.16,0.25,681,328,100,833,656,1469.7
32.48962465791095,35.410399492614566,358,10.1,4.38,0.16,669,887,697,185,318,1094.1
32.49145268058753,35.410399492614566,490,6.7,5.03,0.66,366,149,451,989,152,1303.3
32.493280703264105,35.410399492614566,429,6.2,5.51,0.32,201,643,667,367,717,1296.2
32.495108725940675,35.410399492614566,545,2.0,6.78,0.29,343,523,378,693,919,794.3
32.49693674861725,35.410399492614566,539,10.8,5.49,0.13,932,832,816,502,605,1003.9
32.49876477129383,35.410399492614566,596,8.8,6.27,0.49,172,176,376,226,947,676.0
32.47500047649836,35.41198724086189,563,13.0,5.08,0.5,743,551,399,599,505,638.0
32.47682849917493,35.41198724086189,343,13.3,6.19,0.7,230,865,671,325,739,1276.5
32.478656521851505,35.41198724086189,408,12.9,4.11,0.52,358,662,603,910,396,923.5
32.48048454452808,35.41198724086189,373,5.7,6.54,0.28,700,992,192,424,757,1180.5
32.48231256720465,35.41198724086189,442,3.0,4.7,0.57,443,858,516,818,187,722.7
32.48414058988123,35.41198724086189,348,8.1,4.33,0.98,769,396,924,955,166,711.5
32.485968612557805,35.41198724086189,490,3.8,4.26,0.87,543,111,569,117,992,719.7
32.48779663523438,35.41198724086189,406,3.6,6.09,0.66,505,155,316,961,211,909.8
32.48962465791095,35.41198724086189,466,4.7,5.08,0.71,156,745,944,179,444,1142.6
32.49145268058753,35.41198724086189,351,3.5,4.92,0.62,726,256,339,724,403,1242.5
32.493280703264105,35.41198724086189,448,3.4,4.89,0.63,462,209,215,906,632,1190.4
32.495108725940675,35.41198724086189,413,12.9,6.02,0.46,207,297,535,969,521,1049.1
32.49693674861725,35.41198724086189,572,12.5,6.59,0.65,827,887,345,893,678,1348.1
32.49876477129383,35.41198724086189,535,8.3,5.81,0.38,348,678,212,927,784,1076.1
32.5005927939704,35.41198724086189,317,0.9,6.91,0.49,276,773,165,260,125,881.8
32.47317245382178,35.413574989109215,461,5.3,6.72,0.84,423,595,521,346,984,1272.8
32.47500047649836,35.413574989109215,491,0.4,4.86,0.72,435,720,585,265,429,1257.1
32.47682849917493,35.413574989109215,491,4.4,4.29,0.21,757,240,657,422,694,659.3
32.478656521851505,35.413574989109215,383,1.3,6.32,0.33,125,869,299,364,313,705.4
32.48048454452808,35.413574989109215,588,9.5,5.45,0.25,878,917,183,249,283,1445.8
32.48231256720465,35.413574989109215,548,7.5,6.09,0.15,394,952,172,403,996,777.9
32.48414058988123,35.413574989109215,553,13.0,4.6,0.18,943,638,199,422,318,1325.5
32.485968612557805,35.413574989109215,504,3.8,5.83,0.71,548,391,554,275,325,1132.5
32.48779663523438,35.413574989109215,502,8.2,6.25,0.36,912,575,314,152,628,524.6
32.48962465791095,35.413574989109215,359,12.1,5.49,0.54,923,849,878,427,371,630.4
32.49145268058753,35.413574989109215,564,9.0,6.42,0.31,426,188,689,736,960,1008.6
32.493280703264105,35.413574989109215,437,7.5,6.33,0.16,315,563,856,357,466,948.8
32.495108725940675,35.413574989109215,519,3.9,4.43,0.58,752,479,838,127,383,826.8
32.49693674861725,35.413574989109215,308,1.0,5.32,0.22,312,171,875,874,975,1194.2
32.49876477129383,35.413574989109215,404,14.9,6.28,0.81,623,581,581,129,277,666.0
32.5005927939704,35.413574989109215,580,9.3,5.54,0.81,244,291,645,626,267,1493.5
32.471344431145205,35.41516273735654,516,0.6,5.92,0.67,669,896,827,848,448,664.2
