lat,lon,elevation,slope,predicted_wind_speed,grid_proximity,road_distance,residential_distance,heritage_distance,geology_distance,water_distance,cost
30.574923487648135,109.76348262504179,400.0,6.6,5.26,0.2,334.0,834.0,967.0,1000.0,1073.0,1028.5
31.238784856274545,109.62595388538024,953.6,11.4,6.12,0.421,555.0,953.0,890.0,1272.0,1229.0,995.6
30.9140981414213,109.55900654030202,297.8,14.6,3.89,0.573,1350.0,1251.0,1428.0,748.0,1500.0,991.6
30.939007560363844,109.49712071271357,304.4,17.8,5.03,0.797,1500.0,1500.0,1500.0,1127.0,1500.0,965.3
30.818833371422254,109.48630228446545,404.8,14.4,4.72,0.306,833.0,1241.0,1119.0,930.0,1500.0,1069.9
31.266581646511533,109.09692972965797,421.3,23.5,5.71,0.202,380.0,493.0,508.0,886.0,1099.0,911.1
30.600315463879948,109.20001512212816,484.7,6.9,4.89,0.214,367.0,735.0,535.0,804.0,1151.0,883.2
31.25480816393743,109.19428460495033,434.5,23.2,5.81,0.238,377.0,1066.0,428.0,889.0,928.0,959.0
30.593053659742026,109.13844640972722,469.0,10.7,6.05,0.208,230.0,824.0,816.0,1136.0,978.0,955.3
31.03652313602611,109.07163018609047,732.5,6.6,5.74,0.202,176.0,452.0,524.0,1167.0,1168.0,905.4
31.249174303725983,109.55077933263313,707.2,6.6,6.08,0.301,832.0,327.0,528.0,750.0,627.0,1030.5
30.60455248366894,109.04933975519069,451.2,22.7,5.24,0.203,394.0,1097.0,1036.0,781.0,699.0,994.6
31.320915009369752,109.58958010158386,686.5,9.0,5.91,0.316,350.0,1093.0,729.0,807.0,996.0,901.6
30.897676680087123,109.34515130096189,820.3,8.4,5.58,0.278,358.0,992.0,603.0,1500.0,1052.0,1021.3
31.25646206876903,109.46326334304362,501.4,23.2,5.31,0.293,562.0,1127.0,946.0,599.0,607.0,971.5
31.118727784034803,109.61339395965238,815.5,6.9,4.79,0.289,611.0,326.0,897.0,1261.0,1082.0,941.3
31.10161455008649,109.3543791020935,547.1,0.0,6.05,0.549,608.0,1274.0,627.0,564.0,980.0,902.7
30.804445870598045,109.66375173678432,388.4,15.4,4.71,0.205,620.0,1193.0,814.0,724.0,1001.0,940.3
31.068641892574007,109.37396519835374,551.1,12.9,5.48,0.478,816.0,1141.0,1061.0,1283.0,1500.0,1048.6
30.870362194956957,109.33704567250835,851.0,10.2,5.08,0.28,503.0,1170.0,701.0,1500.0,1113.0,997.2
31.130118669078424,109.63019519638522,890.8,8.3,6.49,0.309,714.0,627.0,478.0,1500.0,808.0,1017.2
31.008191528253594,109.12905916544325,926.3,11.5,6.06,0.211,277.0,321.0,517.0,1296.0,776.0,974.3
31.302577904702613,109.29288510331219,413.1,13.9,4.92,0.268,339.0,1141.0,666.0,732.0,1057.0,1028.9
30.95293580658633,109.25839290923584,1074.3,13.4,7.36,0.262,222.0,566.0,585.0,1500.0,1133.0,1026.7
31.332587928450614,109.60250073132644,683.8,7.9,5.6,0.322,321.0,657.0,436.0,666.0,750.0,1003.6
30.813071216084843,109.51143071794284,382.3,14.0,4.16,0.291,1089.0,572.0,1500.0,575.0,1500.0,1004.0
30.592769297700745,109.02493329120495,435.1,4.1,4.22,0.201,288.0,464.0,1224.0,501.0,1255.0,991.2
31.332774771368804,109.52976588490579,548.4,8.6,5.88,0.246,554.0,308.0,869.0,647.0,943.0,958.9
30.898968186410105,109.69977961552864,411.8,22.2,4.5,0.209,466.0,312.0,1264.0,1132.0,885.0,929.3
31.161416332545105,109.6952693042396,1062.7,10.0,7.19,0.394,511.0,589.0,653.0,1396.0,795.0,947.6
30.545443104524878,109.02309222355393,415.8,13.3,4.36,0.2,158.0,523.0,1127.0,662.0,827.0,949.1
31.229785259479332,109.62452912856706,960.8,5.8,6.12,0.415,861.0,839.0,799.0,1281.0,1087.0,1089.0
31.311937951682324,109.53529331654558,587.1,12.7,5.06,0.261,526.0,1030.0,535.0,838.0,1216.0,1018.1
31.295644030663844,109.24119404406352,415.8,13.0,5.24,0.244,373.0,1188.0,874.0,828.0,842.0,985.2
31.16780314736804,109.47924720850975,533.9,18.1,4.57,0.347,500.0,917.0,817.0,840.0,660.0,993.8
31.102017846016086,109.30627057635668,610.7,11.0,5.48,0.504,546.0,1400.0,483.0,628.0,932.0,887.7
31.130542812749415,109.08160495132155,549.2,13.7,4.48,0.203,391.0,334.0,828.0,1219.0,851.0,953.3
31.155698036645187,109.3034136303393,519.4,12.7,5.2,0.546,377.0,1006.0,597.0,1140.0,1219.0,940.8
30.752300922803716,109.7162720110458,398.7,22.4,4.56,0.2,173.0,1162.0,644.0,1203.0,1164.0,988.9
31.220013862500124,109.51454569962713,619.5,0.0,6.13,0.29,683.0,778.0,551.0,669.0,836.0,960.5
30.692257030359833,109.54949809631398,406.5,8.0,4.63,0.201,592.0,892.0,1053.0,809.0,850.0,980.6
